21,127,0
21,126,1
21,125,4
21,124,5
21,123,8
21,122,9
21,121,12
21,120,13
21,119,16
21,118,17
21,117,20
21,116,21
21,115,24
21,114,25
21,113,28
21,112,29
21,111,32
21,110,33
21,109,36
21,108,37
21,107,40
21,106,41
21,105,44
21,104,45
21,103,48
21,102,49
21,101,52
21,100,53
21,99,56
21,98,57
21,97,60
21,96,61
21,95,64
21,94,65
21,93,68
21,92,69
21,91,72
21,90,73
21,89,76
21,88,77
21,87,80
21,86,81
21,85,84
21,84,85
21,83,88
21,82,89
21,81,92
21,80,93
21,79,96
21,78,97
21,77,100
21,76,101
21,75,104
21,74,105
21,73,108
21,72,109
21,71,112
21,70,113
21,69,116
21,68,117
21,67,120
21,66,121
21,65,124
21,64,125
21,63,126
21,62,127
21,61,122
21,60,123
21,59,118
21,58,119
21,57,114
21,56,115
21,55,110
21,54,111
21,53,107
21,52,106
21,51,103
21,50,102
21,49,99
21,48,98
21,47,95
21,46,94
21,45,91
21,44,90
21,43,87
21,42,86
21,41,83
21,40,82
21,39,79
21,38,78
21,37,75
21,36,74
21,35,71
21,34,70
21,33,67
21,32,66
21,31,63
21,30,62
21,29,59
21,28,58
21,27,55
21,26,54
21,25,51
21,24,50
21,23,47
21,22,46
21,21,43
21,20,42
21,19,39
21,18,38
21,17,35
21,16,34
21,15,30
21,14,31
21,13,27
21,12,26
21,11,23
21,10,22
21,9,19
21,8,18
21,7,15
21,6,14
21,5,11
21,4,10
21,3,7
21,2,6
21,1,3
21,0,2
22,127,125
22,126,124
22,125,121
22,124,120
22,123,117
22,122,116
22,121,113
22,120,112
22,119,109
22,118,108
22,117,105
22,116,104
22,115,101
22,114,100
22,113,97
22,112,96
22,111,93
22,110,92
22,109,89
22,108,88
22,107,85
22,106,84
22,105,81
22,104,80
22,103,77
22,102,76
22,101,73
22,100,72
22,99,69
22,98,68
22,97,65
22,96,64
22,95,61
22,94,60
22,93,57
22,92,56
22,91,53
22,90,52
22,89,49
22,88,48
22,87,45
22,86,44
22,85,41
22,84,40
22,83,37
22,82,36
22,81,33
22,80,32
22,79,29
22,78,28
22,77,25
22,76,24
22,75,21
22,74,20
22,73,17
22,72,16
22,71,13
22,70,12
22,69,9
22,68,8
22,67,5
22,66,4
22,65,1
22,64,0
22,63,2
22,62,3
22,61,6
22,60,7
22,59,10
22,58,11
22,57,14
22,56,15
22,55,18
22,54,19
22,53,22
22,52,23
22,51,26
22,50,27
22,49,31
22,48,30
22,47,34
22,46,35
22,45,38
22,44,39
22,43,42
22,42,43
22,41,46
22,40,47
22,39,50
22,38,51
22,37,54
22,36,55
22,35,58
22,34,59
22,33,62
22,32,63
22,31,66
22,30,67
22,29,70
22,28,71
22,27,74
22,26,75
22,25,78
22,24,79
22,23,82
22,22,83
22,21,86
22,20,87
22,19,90
22,18,91
22,17,94
22,16,95
22,15,98
22,14,99
22,13,102
22,12,103
22,11,106
22,10,107
22,9,111
22,8,110
22,7,115
22,6,114
22,5,119
22,4,118
22,3,123
22,2,122
22,1,127
22,0,126
23,127,126
23,126,127
23,125,122
23,124,123
23,123,118
23,122,119
23,121,114
23,120,115
23,119,110
23,118,111
23,117,107
23,116,106
23,115,103
23,114,102
23,113,99
23,112,98
23,111,95
23,110,94
23,109,91
23,108,90
23,107,87
23,106,86
23,105,83
23,104,82
23,103,79
23,102,78
23,101,75
23,100,74
23,99,71
23,98,70
23,97,67
23,96,66
23,95,63
23,94,62
23,93,59
23,92,58
23,91,55
23,90,54
23,89,51
23,88,50
23,87,47
23,86,46
23,85,43
23,84,42
23,83,39
23,82,38
23,81,35
23,80,34
23,79,30
23,78,31
23,77,27
23,76,26
23,75,23
23,74,22
23,73,19
23,72,18
23,71,15
23,70,14
23,69,11
23,68,10
23,67,7
23,66,6
23,65,3
23,64,2
23,63,0
23,62,1
23,61,4
23,60,5
23,59,8
23,58,9
23,57,12
23,56,13
23,55,16
23,54,17
23,53,20
23,52,21
23,51,24
23,50,25
23,49,28
23,48,29
23,47,32
23,46,33
23,45,36
23,44,37
23,43,40
23,42,41
23,41,44
23,40,45
23,39,48
23,38,49
23,37,52
23,36,53
23,35,56
23,34,57
23,33,60
23,32,61
23,31,64
